(41, 51, 28, 'h')
(42, 43, 31, 'v')
(42, 46, 40, 'v')
(42, 49, 9, 'h')
(42, 50, 9, 'h')
(42, 51, 6, 'v')
(43, 44, 3, 'v')
(43, 45, 3, 'v')
(43, 46, 9, 'v')
(43, 51, 37, 'v')
(44, 45, 0, 'v')
(44, 46, 6, 'v')
(44, 51, 40, 'v')
(45, 46, 6, 'v')
(45, 51, 40, 'v')
(46, 47, 78, 'h')
(46, 48, 77, 'h')
(46, 49, 47, 'h')
(46, 50, 47, 'h')
(46, 51, 44, 'v')
(47, 48, 1, 'v')
(47, 52, 6, 'v')
(47, 57, 18, 'v')
(47, 58, 20, 'v')
(47, 59, 23, 'v')
(48, 52, 5, 'v')
(49, 50, 0, 'v')
(49, 51, 3, 'v')
(49, 52, 35, 'h')
(50, 51, 3, 'v')
(50, 52, 35, 'h')
(52, 57, 14, 'v')
(52, 58, 16, 'v')
(52, 59, 19, 'v')
(53, 54, 4, 'v')
(53, 55, 4, 'v')
(53, 57, 39, 'v')
(53, 58, 41, 'v')
(53, 59, 44, 'v')
(54, 55, 0, 'v')
(54, 56, 22, 'v')
(54, 57, 43, 'v')
(54, 58, 45, 'v')
(54, 59, 48, 'v')
(55, 56, 22, 'v')
(55, 57, 43, 'v')
(55, 58, 45, 'v')
(55, 59, 48, 'v')
(56, 57, 65, 'v')
(56, 58, 67, 'v')
(56, 59, 70, 'v')
(56, 60, 22, 'h')
(57, 58, 2, 'v')
(57, 59, 5, 'v')
(58, 59, 3, 'v')
